StimR,ChanR,probability
PosteroHippocampus,S_subparietal,0.15
Hippocampus,S_subparietal,0.0
AnteroHippocampus,S_subparietal,0.0765
Amygdala,S_subparietal,0.017
S_temporal_transverse,S_subparietal,0.0425
S_temporal_inf,S_subparietal,0.040999999999999995
G_temporal_middle,S_subparietal,0.0385
G_temporal_inf,S_subparietal,0.018000000000000002
G_temp_sup-Plan_tempo,S_subparietal,0.0615
G_temp_sup-Plan_polar,S_subparietal,0.0125
G_temp_sup-Lateral,S_subparietal,0.020499999999999997
G_temp_sup-G_T_transv,S_subparietal,0.031
S_temporal_sup,S_subparietal,0.10350000000000001
G_and_S_cingul-Ant,S_subparietal,0.10250000000000001
G_and_S_cingul-Mid-Ant,S_subparietal,0.191
G_and_S_cingul-Mid-Post,S_subparietal,0.47450000000000003
S_cingul-Marginalis,S_subparietal,0.446
G_cingul-Post-ventral,S_subparietal,0.4285
S_pericallosal,S_subparietal,0.641
G_cingul-Post-dorsal,S_subparietal,0.595
S_parieto_occipital,S_subparietal,0.3805
S_subparietal,S_subparietal,0.7484999999999999
S_intrapariet_and_P_trans,S_subparietal,0.3505
G_pariet_inf-Angular,S_subparietal,0.15150000000000002
G_parietal_sup,S_subparietal,0.214
G_pariet_inf-Supramar,S_subparietal,0.0765
S_interm_prim-Jensen,S_subparietal,0.0925
G_and_S_occipital_inf,S_subparietal,0.009
G_occipital_middle,S_subparietal,0.0185
G_occipital_sup,S_subparietal,0.1495
Pole_occipital,S_subparietal,0.036
S_calcarine,S_subparietal,0.14600000000000002
S_oc_middle_and_Lunatus,S_subparietal,0.035
S_oc_sup_and_transversal,S_subparietal,0.08549999999999999
S_occipital_ant,S_subparietal,0.037
G_front_inf-Triangul,S_intrapariet_and_P_trans,0.0085
G_front_middle,S_intrapariet_and_P_trans,0.047
G_front_sup,S_intrapariet_and_P_trans,0.038
Lat_Fis-ant-Horizont,S_intrapariet_and_P_trans,0.028
Lat_Fis-ant-Vertical,S_intrapariet_and_P_trans,0.0215
Lat_Fis-post,S_intrapariet_and_P_trans,0.1845
S_front_inf,S_intrapariet_and_P_trans,0.078
S_front_middle,S_intrapariet_and_P_trans,0.0065
S_front_sup,S_intrapariet_and_P_trans,0.08549999999999999
G_front_inf-Orbital,S_intrapariet_and_P_trans,0.0
G_front_inf-Opercular,S_intrapariet_and_P_trans,0.0415
G_and_S_frontomargin,S_intrapariet_and_P_trans,0.0
G_orbital,S_intrapariet_and_P_trans,0.0
G_rectus,S_intrapariet_and_P_trans,0.0
G_subcallosal,S_intrapariet_and_P_trans,
S_orbital_lateral,S_intrapariet_and_P_trans,0.022
S_orbital_med-olfact,S_intrapariet_and_P_trans,0.018
S_orbital-H_Shaped,S_intrapariet_and_P_trans,0.009999999999999998
S_suborbital,S_intrapariet_and_P_trans,0.0
S_circular_insula_sup,S_intrapariet_and_P_trans,0.0565
S_circular_insula_ant,S_intrapariet_and_P_trans,0.0
S_circular_insula_inf,S_intrapariet_and_P_trans,0.034
G_insular_short,S_intrapariet_and_P_trans,0.028
G_Ins_lg_and_S_cent_ins,S_intrapariet_and_P_trans,0.0985
S_precentral-sup-part,S_intrapariet_and_P_trans,0.159
S_precentral-inf-part,S_intrapariet_and_P_trans,0.1595
S_postcentral,S_intrapariet_and_P_trans,0.26949999999999996
G_and_S_subcentral,S_intrapariet_and_P_trans,0.07200000000000001
S_central,S_intrapariet_and_P_trans,0.079
G_postcentral,S_intrapariet_and_P_trans,0.132
G_and_S_paracentral,S_intrapariet_and_P_trans,0.06849999999999999
G_precentral,S_intrapariet_and_P_trans,0.079
G_oc-temp_med-Lingual,S_intrapariet_and_P_trans,0.035500000000000004
S_oc-temp_med_and_Lingual,S_intrapariet_and_P_trans,0.0395
S_oc-temp_lat,S_intrapariet_and_P_trans,0.091
G_oc-temp_lat-fusifor,S_intrapariet_and_P_trans,0.065
S_collat_transv_post,S_intrapariet_and_P_trans,0.029
S_collat_transv_ant,S_intrapariet_and_P_trans,0.019
Pole_temporal,S_intrapariet_and_P_trans,0.0215
G_oc-temp_med-Parahip,S_intrapariet_and_P_trans,0.065
PosteroHippocampus,S_intrapariet_and_P_trans,0.03
Hippocampus,S_intrapariet_and_P_trans,0.0
AnteroHippocampus,S_intrapariet_and_P_trans,0.044
Amygdala,S_intrapariet_and_P_trans,0.026000000000000002
S_temporal_transverse,S_intrapariet_and_P_trans,0.033
S_temporal_inf,S_intrapariet_and_P_trans,0.0605
G_temporal_middle,S_intrapariet_and_P_trans,0.040499999999999994
G_temporal_inf,S_intrapariet_and_P_trans,0.0655
G_temp_sup-Plan_tempo,S_intrapariet_and_P_trans,0.08
G_temp_sup-Plan_polar,S_intrapariet_and_P_trans,0.0065
G_temp_sup-Lateral,S_intrapariet_and_P_trans,0.0225
G_temp_sup-G_T_transv,S_intrapariet_and_P_trans,0.0275
S_temporal_sup,S_intrapariet_and_P_trans,0.1145
G_and_S_cingul-Ant,S_intrapariet_and_P_trans,0.005
G_and_S_cingul-Mid-Ant,S_intrapariet_and_P_trans,0.0965
G_and_S_cingul-Mid-Post,S_intrapariet_and_P_trans,0.0895
S_cingul-Marginalis,S_intrapariet_and_P_trans,0.1995
G_cingul-Post-ventral,S_intrapariet_and_P_trans,0.21400000000000002
S_pericallosal,S_intrapariet_and_P_trans,0.24
G_cingul-Post-dorsal,S_intrapariet_and_P_trans,0.1585
S_parieto_occipital,S_intrapariet_and_P_trans,0.316
S_subparietal,S_intrapariet_and_P_trans,0.4
S_intrapariet_and_P_trans,S_intrapariet_and_P_trans,0.483
G_pariet_inf-Angular,S_intrapariet_and_P_trans,0.241
G_parietal_sup,S_intrapariet_and_P_trans,0.279
G_pariet_inf-Supramar,S_intrapariet_and_P_trans,0.14049999999999999
S_interm_prim-Jensen,S_intrapariet_and_P_trans,0.281
G_and_S_occipital_inf,S_intrapariet_and_P_trans,0.073
G_occipital_middle,S_intrapariet_and_P_trans,0.08549999999999999
G_occipital_sup,S_intrapariet_and_P_trans,0.259
Pole_occipital,S_intrapariet_and_P_trans,0.0055
S_calcarine,S_intrapariet_and_P_trans,0.08149999999999999
S_oc_middle_and_Lunatus,S_intrapariet_and_P_trans,0.1505
S_oc_sup_and_transversal,S_intrapariet_and_P_trans,0.3005
S_occipital_ant,S_intrapariet_and_P_trans,0.2135
G_front_inf-Triangul,G_pariet_inf-Angular,0.0575
G_front_middle,G_pariet_inf-Angular,0.124
G_front_sup,G_pariet_inf-Angular,0.0455
Lat_Fis-ant-Horizont,G_pariet_inf-Angular,0.0335
Lat_Fis-ant-Vertical,G_pariet_inf-Angular,0.0395
Lat_Fis-post,G_pariet_inf-Angular,0.145
S_front_inf,G_pariet_inf-Angular,0.1005
S_front_middle,G_pariet_inf-Angular,0.04
S_front_sup,G_pariet_inf-Angular,0.07150000000000001
G_front_inf-Orbital,G_pariet_inf-Angular,0.0
G_front_inf-Opercular,G_pariet_inf-Angular,0.0885
G_and_S_frontomargin,G_pariet_inf-Angular,0.0
G_orbital,G_pariet_inf-Angular,0.0
G_rectus,G_pariet_inf-Angular,0.0
G_subcallosal,G_pariet_inf-Angular,
S_orbital_lateral,G_pariet_inf-Angular,
S_orbital_med-olfact,G_pariet_inf-Angular,0.056
S_orbital-H_Shaped,G_pariet_inf-Angular,0.0085
S_suborbital,G_pariet_inf-Angular,0.0
S_circular_insula_sup,G_pariet_inf-Angular,0.0625
S_circular_insula_ant,G_pariet_inf-Angular,0.0225
S_circular_insula_inf,G_pariet_inf-Angular,0.034
G_insular_short,G_pariet_inf-Angular,0.0175
G_Ins_lg_and_S_cent_ins,G_pariet_inf-Angular,0.118
S_precentral-sup-part,G_pariet_inf-Angular,0.17099999999999999
S_precentral-inf-part,G_pariet_inf-Angular,0.1245
S_postcentral,G_pariet_inf-Angular,0.174
G_and_S_subcentral,G_pariet_inf-Angular,0.0545
S_central,G_pariet_inf-Angular,0.0285
G_postcentral,G_pariet_inf-Angular,0.088
G_and_S_paracentral,G_pariet_inf-Angular,0.012
G_precentral,G_pariet_inf-Angular,0.0495
G_oc-temp_med-Lingual,G_pariet_inf-Angular,0.03
S_oc-temp_med_and_Lingual,G_pariet_inf-Angular,0.0455
S_oc-temp_lat,G_pariet_inf-Angular,0.1065
G_oc-temp_lat-fusifor,G_pariet_inf-Angular,0.048
S_collat_transv_post,G_pariet_inf-Angular,0.0515
S_collat_transv_ant,G_pariet_inf-Angular,0.056
Pole_temporal,G_pariet_inf-Angular,0.0345
G_oc-temp_med-Parahip,G_pariet_inf-Angular,0.089
PosteroHippocampus,G_pariet_inf-Angular,0.03
Hippocampus,G_pariet_inf-Angular,
AnteroHippocampus,G_pariet_inf-Angular,0.0625
Amygdala,G_pariet_inf-Angular,0.0145
S_temporal_transverse,G_pariet_inf-Angular,0.037
S_temporal_inf,G_pariet_inf-Angular,0.099
G_temporal_middle,G_pariet_inf-Angular,0.08499999999999999
G_temporal_inf,G_pariet_inf-Angular,0.07050000000000001
G_temp_sup-Plan_tempo,G_pariet_inf-Angular,0.081
G_temp_sup-Plan_polar,G_pariet_inf-Angular,0.0115
G_temp_sup-Lateral,G_pariet_inf-Angular,0.034
G_temp_sup-G_T_transv,G_pariet_inf-Angular,0.0335
S_temporal_sup,G_pariet_inf-Angular,0.2195
G_and_S_cingul-Ant,G_pariet_inf-Angular,0.019999999999999997
G_and_S_cingul-Mid-Ant,G_pariet_inf-Angular,0.111
G_and_S_cingul-Mid-Post,G_pariet_inf-Angular,0.0345
S_cingul-Marginalis,G_pariet_inf-Angular,0.1155
G_cingul-Post-ventral,G_pariet_inf-Angular,0.123
S_pericallosal,G_pariet_inf-Angular,0.15
G_cingul-Post-dorsal,G_pariet_inf-Angular,0.0975
S_parieto_occipital,G_pariet_inf-Angular,0.193
S_subparietal,G_pariet_inf-Angular,0.249
S_intrapariet_and_P_trans,G_pariet_inf-Angular,0.376
G_pariet_inf-Angular,G_pariet_inf-Angular,0.37
G_parietal_sup,G_pariet_inf-Angular,0.1855
G_pariet_inf-Supramar,G_pariet_inf-Angular,0.1525
S_interm_prim-Jensen,G_pariet_inf-Angular,0.3545
G_and_S_occipital_inf,G_pariet_inf-Angular,0.015
G_occipital_middle,G_pariet_inf-Angular,0.08499999999999999
G_occipital_sup,G_pariet_inf-Angular,0.1015
Pole_occipital,G_pariet_inf-Angular,0.008
S_calcarine,G_pariet_inf-Angular,0.0755
S_oc_middle_and_Lunatus,G_pariet_inf-Angular,0.038
S_oc_sup_and_transversal,G_pariet_inf-Angular,0.197
S_occipital_ant,G_pariet_inf-Angular,0.112
G_front_inf-Triangul,G_parietal_sup,0.0
G_front_middle,G_parietal_sup,0.0185
G_front_sup,G_parietal_sup,0.1175
Lat_Fis-ant-Horizont,G_parietal_sup,
Lat_Fis-ant-Vertical,G_parietal_sup,0.0
Lat_Fis-post,G_parietal_sup,0.1775
S_front_inf,G_parietal_sup,0.0
S_front_middle,G_parietal_sup,0.0125
S_front_sup,G_parietal_sup,0.0955
G_front_inf-Orbital,G_parietal_sup,0.0
G_front_inf-Opercular,G_parietal_sup,0.041499999999999995
G_and_S_frontomargin,G_parietal_sup,
G_orbital,G_parietal_sup,0.0
G_rectus,G_parietal_sup,0.0
G_subcallosal,G_parietal_sup,
S_orbital_lateral,G_parietal_sup,0.0
S_orbital_med-olfact,G_parietal_sup,
S_orbital-H_Shaped,G_parietal_sup,0.0
S_suborbital,G_parietal_sup,
S_circular_insula_sup,G_parietal_sup,0.018
S_circular_insula_ant,G_parietal_sup,0.0
S_circular_insula_inf,G_parietal_sup,0.010499999999999999
G_insular_short,G_parietal_sup,0.0
G_Ins_lg_and_S_cent_ins,G_parietal_sup,0.087
S_precentral-sup-part,G_parietal_sup,0.202
S_precentral-inf-part,G_parietal_sup,0.089
S_postcentral,G_parietal_sup,0.3365
G_and_S_subcentral,G_parietal_sup,0.052000000000000005
S_central,G_parietal_sup,0.177
G_postcentral,G_parietal_sup,0.198
G_and_S_paracentral,G_parietal_sup,0.22749999999999998
G_precentral,G_parietal_sup,0.1075
G_oc-temp_med-Lingual,G_parietal_sup,0.036500000000000005
S_oc-temp_med_and_Lingual,G_parietal_sup,0.0095
S_oc-temp_lat,G_parietal_sup,0.05
G_oc-temp_lat-fusifor,G_parietal_sup,0.011
S_collat_transv_post,G_parietal_sup,0.012
S_collat_transv_ant,G_parietal_sup,0.0
Pole_temporal,G_parietal_sup,0.027499999999999997
G_oc-temp_med-Parahip,G_parietal_sup,0.086
PosteroHippocampus,G_parietal_sup,0.004
Hippocampus,G_parietal_sup,
AnteroHippocampus,G_parietal_sup,0.0535
Amygdala,G_parietal_sup,0.0
S_temporal_transverse,G_parietal_sup,0.016
S_temporal_inf,G_parietal_sup,0.012
G_temporal_middle,G_parietal_sup,0.018
G_temporal_inf,G_parietal_sup,0.051500000000000004
G_temp_sup-Plan_tempo,G_parietal_sup,0.057999999999999996
G_temp_sup-Plan_polar,G_parietal_sup,0.0
G_temp_sup-Lateral,G_parietal_sup,0.019
G_temp_sup-G_T_transv,G_parietal_sup,0.0
S_temporal_sup,G_parietal_sup,0.056499999999999995
G_and_S_cingul-Ant,G_parietal_sup,0.0
G_and_S_cingul-Mid-Ant,G_parietal_sup,0.0895
G_and_S_cingul-Mid-Post,G_parietal_sup,0.0885
S_cingul-Marginalis,G_parietal_sup,0.2685
G_cingul-Post-ventral,G_parietal_sup,0.205
S_pericallosal,G_parietal_sup,0.11399999999999999
G_cingul-Post-dorsal,G_parietal_sup,0.0745
S_parieto_occipital,G_parietal_sup,0.2365
S_subparietal,G_parietal_sup,0.2755
S_intrapariet_and_P_trans,G_parietal_sup,0.362
G_pariet_inf-Angular,G_parietal_sup,0.126
G_parietal_sup,G_parietal_sup,0.456
G_pariet_inf-Supramar,G_parietal_sup,0.0765
S_interm_prim-Jensen,G_parietal_sup,0.106
G_and_S_occipital_inf,G_parietal_sup,0.024
G_occipital_middle,G_parietal_sup,0.0465
G_occipital_sup,G_parietal_sup,0.1785
Pole_occipital,G_parietal_sup,0.0
S_calcarine,G_parietal_sup,0.07400000000000001
S_oc_middle_and_Lunatus,G_parietal_sup,0.07150000000000001
S_oc_sup_and_transversal,G_parietal_sup,0.185
S_occipital_ant,G_parietal_sup,0.26
G_front_inf-Triangul,G_pariet_inf-Supramar,0.08049999999999999
G_front_middle,G_pariet_inf-Supramar,0.07300000000000001
G_front_sup,G_pariet_inf-Supramar,0.048
Lat_Fis-ant-Horizont,G_pariet_inf-Supramar,0.0395
Lat_Fis-ant-Vertical,G_pariet_inf-Supramar,0.101
Lat_Fis-post,G_pariet_inf-Supramar,0.5415000000000001
S_front_inf,G_pariet_inf-Supramar,0.1045
S_front_middle,G_pariet_inf-Supramar,0.04
S_front_sup,G_pariet_inf-Supramar,0.057
G_front_inf-Orbital,G_pariet_inf-Supramar,0.0135
G_front_inf-Opercular,G_pariet_inf-Supramar,0.1625
G_and_S_frontomargin,G_pariet_inf-Supramar,0.0
G_orbital,G_pariet_inf-Supramar,0.026500000000000003
G_rectus,G_pariet_inf-Supramar,0.01
G_subcallosal,G_pariet_inf-Supramar,
S_orbital_lateral,G_pariet_inf-Supramar,0.0615
S_orbital_med-olfact,G_pariet_inf-Supramar,0.0165
S_orbital-H_Shaped,G_pariet_inf-Supramar,0.0225
S_suborbital,G_pariet_inf-Supramar,0.0835
S_circular_insula_sup,G_pariet_inf-Supramar,0.218
S_circular_insula_ant,G_pariet_inf-Supramar,0.05
S_circular_insula_inf,G_pariet_inf-Supramar,0.1265
G_insular_short,G_pariet_inf-Supramar,0.0685
G_Ins_lg_and_S_cent_ins,G_pariet_inf-Supramar,0.214
S_precentral-sup-part,G_pariet_inf-Supramar,0.112
S_precentral-inf-part,G_pariet_inf-Supramar,0.321
S_postcentral,G_pariet_inf-Supramar,0.45599999999999996
G_and_S_subcentral,G_pariet_inf-Supramar,0.395
S_central,G_pariet_inf-Supramar,0.185
G_postcentral,G_pariet_inf-Supramar,0.28049999999999997
G_and_S_paracentral,G_pariet_inf-Supramar,0.0765
G_precentral,G_pariet_inf-Supramar,0.14350000000000002
G_oc-temp_med-Lingual,G_pariet_inf-Supramar,0.025
S_oc-temp_med_and_Lingual,G_pariet_inf-Supramar,0.037500000000000006
S_oc-temp_lat,G_pariet_inf-Supramar,0.0985
G_oc-temp_lat-fusifor,G_pariet_inf-Supramar,0.06
S_collat_transv_post,G_pariet_inf-Supramar,0.031
S_collat_transv_ant,G_pariet_inf-Supramar,0.0745
Pole_temporal,G_pariet_inf-Supramar,0.046
G_oc-temp_med-Parahip,G_pariet_inf-Supramar,0.054000000000000006
PosteroHippocampus,G_pariet_inf-Supramar,0.040499999999999994
Hippocampus,G_pariet_inf-Supramar,0.0255
AnteroHippocampus,G_pariet_inf-Supramar,0.038
Amygdala,G_pariet_inf-Supramar,0.036000000000000004
S_temporal_transverse,G_pariet_inf-Supramar,0.185
S_temporal_inf,G_pariet_inf-Supramar,0.07500000000000001
G_temporal_middle,G_pariet_inf-Supramar,0.10600000000000001
G_temporal_inf,G_pariet_inf-Supramar,0.08399999999999999
G_temp_sup-Plan_tempo,G_pariet_inf-Supramar,0.3665
G_temp_sup-Plan_polar,G_pariet_inf-Supramar,0.063
G_temp_sup-Lateral,G_pariet_inf-Supramar,0.1315
G_temp_sup-G_T_transv,G_pariet_inf-Supramar,0.262
S_temporal_sup,G_pariet_inf-Supramar,0.1805
G_and_S_cingul-Ant,G_pariet_inf-Supramar,0.03
G_and_S_cingul-Mid-Ant,G_pariet_inf-Supramar,0.063
G_and_S_cingul-Mid-Post,G_pariet_inf-Supramar,0.10400000000000001
S_cingul-Marginalis,G_pariet_inf-Supramar,0.119
G_cingul-Post-ventral,G_pariet_inf-Supramar,0.0665
S_pericallosal,G_pariet_inf-Supramar,0.086
G_cingul-Post-dorsal,G_pariet_inf-Supramar,0.08399999999999999
S_parieto_occipital,G_pariet_inf-Supramar,0.05
S_subparietal,G_pariet_inf-Supramar,0.14150000000000001
S_intrapariet_and_P_trans,G_pariet_inf-Supramar,0.184
G_pariet_inf-Angular,G_pariet_inf-Supramar,0.15
G_parietal_sup,G_pariet_inf-Supramar,0.0665
G_pariet_inf-Supramar,G_pariet_inf-Supramar,0.5415
S_interm_prim-Jensen,G_pariet_inf-Supramar,0.48150000000000004
G_and_S_occipital_inf,G_pariet_inf-Supramar,0.012
G_occipital_middle,G_pariet_inf-Supramar,0.0405
G_occipital_sup,G_pariet_inf-Supramar,0.036
Pole_occipital,G_pariet_inf-Supramar,0.047
S_calcarine,G_pariet_inf-Supramar,0.028999999999999998
S_oc_middle_and_Lunatus,G_pariet_inf-Supramar,0.013
S_oc_sup_and_transversal,G_pariet_inf-Supramar,0.052
S_occipital_ant,G_pariet_inf-Supramar,0.1345
G_front_inf-Triangul,S_interm_prim-Jensen,0.16899999999999998
G_front_middle,S_interm_prim-Jensen,0.0675
G_front_sup,S_interm_prim-Jensen,0.0035
Lat_Fis-ant-Horizont,S_interm_prim-Jensen,0.045
Lat_Fis-ant-Vertical,S_interm_prim-Jensen,
Lat_Fis-post,S_interm_prim-Jensen,0.288
S_front_inf,S_interm_prim-Jensen,0.03
S_front_middle,S_interm_prim-Jensen,0.043
S_front_sup,S_interm_prim-Jensen,0.034499999999999996
G_front_inf-Orbital,S_interm_prim-Jensen,
G_front_inf-Opercular,S_interm_prim-Jensen,0.1545
G_and_S_frontomargin,S_interm_prim-Jensen,
G_orbital,S_interm_prim-Jensen,0.0
G_rectus,S_interm_prim-Jensen,0.0
G_subcallosal,S_interm_prim-Jensen,
S_orbital_lateral,S_interm_prim-Jensen,
S_orbital_med-olfact,S_interm_prim-Jensen,0.0
S_orbital-H_Shaped,S_interm_prim-Jensen,0.0145
S_suborbital,S_interm_prim-Jensen,
S_circular_insula_sup,S_interm_prim-Jensen,0.21400000000000002
S_circular_insula_ant,S_interm_prim-Jensen,0.0215
S_circular_insula_inf,S_interm_prim-Jensen,0.0645
G_insular_short,S_interm_prim-Jensen,0.063
G_Ins_lg_and_S_cent_ins,S_interm_prim-Jensen,0.024
S_precentral-sup-part,S_interm_prim-Jensen,0.118
S_precentral-inf-part,S_interm_prim-Jensen,0.2715
S_postcentral,S_interm_prim-Jensen,0.214
G_and_S_subcentral,S_interm_prim-Jensen,0.156
S_central,S_interm_prim-Jensen,0.062
G_postcentral,S_interm_prim-Jensen,0.029500000000000002
G_and_S_paracentral,S_interm_prim-Jensen,0.0
G_precentral,S_interm_prim-Jensen,0.0395
G_oc-temp_med-Lingual,S_interm_prim-Jensen,0.011
S_oc-temp_med_and_Lingual,S_interm_prim-Jensen,0.038500000000000006
S_oc-temp_lat,S_interm_prim-Jensen,0.128
G_oc-temp_lat-fusifor,S_interm_prim-Jensen,0.0375
S_collat_transv_post,S_interm_prim-Jensen,0.0
S_collat_transv_ant,S_interm_prim-Jensen,0.0475
Pole_temporal,S_interm_prim-Jensen,0.0
G_oc-temp_med-Parahip,S_interm_prim-Jensen,0.0105
PosteroHippocampus,S_interm_prim-Jensen,0.032
Hippocampus,S_interm_prim-Jensen,
AnteroHippocampus,S_interm_prim-Jensen,0.0295
Amygdala,S_interm_prim-Jensen,0.0
S_temporal_transverse,S_interm_prim-Jensen,0.181
S_temporal_inf,S_interm_prim-Jensen,0.069
G_temporal_middle,S_interm_prim-Jensen,0.0445
G_temporal_inf,S_interm_prim-Jensen,0.07
G_temp_sup-Plan_tempo,S_interm_prim-Jensen,0.345
G_temp_sup-Plan_polar,S_interm_prim-Jensen,0.0
G_temp_sup-Lateral,S_interm_prim-Jensen,0.0465
G_temp_sup-G_T_transv,S_interm_prim-Jensen,0.048
S_temporal_sup,S_interm_prim-Jensen,0.2005
G_and_S_cingul-Ant,S_interm_prim-Jensen,0.0
G_and_S_cingul-Mid-Ant,S_interm_prim-Jensen,0.022
G_and_S_cingul-Mid-Post,S_interm_prim-Jensen,0.059
S_cingul-Marginalis,S_interm_prim-Jensen,0.05
G_cingul-Post-ventral,S_interm_prim-Jensen,0.0
S_pericallosal,S_interm_prim-Jensen,0.11449999999999999
G_cingul-Post-dorsal,S_interm_prim-Jensen,0.0725
S_parieto_occipital,S_interm_prim-Jensen,0.0645
S_subparietal,S_interm_prim-Jensen,0.194
S_intrapariet_and_P_trans,S_interm_prim-Jensen,0.2525
G_pariet_inf-Angular,S_interm_prim-Jensen,0.32
G_parietal_sup,S_interm_prim-Jensen,0.08549999999999999
G_pariet_inf-Supramar,S_interm_prim-Jensen,0.376
S_interm_prim-Jensen,S_interm_prim-Jensen,0.7815
G_and_S_occipital_inf,S_interm_prim-Jensen,0.2115
G_occipital_middle,S_interm_prim-Jensen,0.0
G_occipital_sup,S_interm_prim-Jensen,0.02
Pole_occipital,S_interm_prim-Jensen,0.0
S_calcarine,S_interm_prim-Jensen,0.0165
S_oc_middle_and_Lunatus,S_interm_prim-Jensen,0.021
S_oc_sup_and_transversal,S_interm_prim-Jensen,0.0145
S_occipital_ant,S_interm_prim-Jensen,0.037
G_front_inf-Triangul,G_and_S_occipital_inf,0.0
G_front_middle,G_and_S_occipital_inf,
G_front_sup,G_and_S_occipital_inf,0.0
Lat_Fis-ant-Horizont,G_and_S_occipital_inf,
Lat_Fis-ant-Vertical,G_and_S_occipital_inf,
Lat_Fis-post,G_and_S_occipital_inf,0.074
S_front_inf,G_and_S_occipital_inf,
S_front_middle,G_and_S_occipital_inf,
S_front_sup,G_and_S_occipital_inf,
G_front_inf-Orbital,G_and_S_occipital_inf,
G_front_inf-Opercular,G_and_S_occipital_inf,0.0
G_and_S_frontomargin,G_and_S_occipital_inf,
G_orbital,G_and_S_occipital_inf,0.0
G_rectus,G_and_S_occipital_inf,
G_subcallosal,G_and_S_occipital_inf,
S_orbital_lateral,G_and_S_occipital_inf,0.0
S_orbital_med-olfact,G_and_S_occipital_inf,
S_orbital-H_Shaped,G_and_S_occipital_inf,0.0
S_suborbital,G_and_S_occipital_inf,
S_circular_insula_sup,G_and_S_occipital_inf,0.0
S_circular_insula_ant,G_and_S_occipital_inf,
S_circular_insula_inf,G_and_S_occipital_inf,0.017
G_insular_short,G_and_S_occipital_inf,0.0
G_Ins_lg_and_S_cent_ins,G_and_S_occipital_inf,0.0715
S_precentral-sup-part,G_and_S_occipital_inf,0.105
S_precentral-inf-part,G_and_S_occipital_inf,
S_postcentral,G_and_S_occipital_inf,0.023
G_and_S_subcentral,G_and_S_occipital_inf,0.0
S_central,G_and_S_occipital_inf,0.0
G_postcentral,G_and_S_occipital_inf,0.0
G_and_S_paracentral,G_and_S_occipital_inf,
G_precentral,G_and_S_occipital_inf,0.0
G_oc-temp_med-Lingual,G_and_S_occipital_inf,0.16349999999999998
S_oc-temp_med_and_Lingual,G_and_S_occipital_inf,0.298
S_oc-temp_lat,G_and_S_occipital_inf,0.4095
G_oc-temp_lat-fusifor,G_and_S_occipital_inf,0.2905
S_collat_transv_post,G_and_S_occipital_inf,0.6065
S_collat_transv_ant,G_and_S_occipital_inf,0.095
Pole_temporal,G_and_S_occipital_inf,0.0135
G_oc-temp_med-Parahip,G_and_S_occipital_inf,0.038500000000000006
